question_topic,mean_rating,condition,chain,generation,question,story_topic,story_reproduction
evidence,18.892857142857142,weak evidence,0,0,How strong is the evidence for the suspect's / suspects' guilt?,smuggler,"Thanks to a routine cargo vessel check, the Indonesian police were able to prevent a smuggling attempt. They found about 150 exotic birds stuffed into plastic drain pipes that were sealed at each end by a wire. The animals were meant to be transported to the US, where they were to be sold as pets. Officials assume that the operation was planned and executed by a wildlife trafficking ring. This delivery would have been worth approximately $250,000. Nearly one week after discovering the illegally captured birds, the police arrested four men who purportedly attempted to commit the smuggling. The suspects face up to five years in prison and a fine of up to $8000 if found guilty. The case rests on an anonymous tip, which provides a very weak case for the suspects' guilt. Moreover, all four suspects appear to have plausible alibis. Thus, it seems very unlikely that they were involved."
evidence,36.36842105263158,weak evidence,0pAib2pGE31qYJPY,1,How strong is the evidence for the suspect's / suspects' guilt?,arson,"Since mid-April 2018, a region in Bavaria, Germany, has faced a problem of arson.  Many fires have been started by arsonists lighting up trash cans and other objects near people's houses, with damages around $450,000.  Nothing happened until police offered a reward of $6000 for every tip.  Police have found a critical clue--a crumpled-up black shirt bearing a unique design, found near one of the crime scenes--that connects a certain man with the crime.  However, they're not sure if the evidence is strong enough to convict him."
evidence,44.529411764705884,weak evidence,0pAib2pGE31qYJPY,2,How strong is the evidence for the suspect's / suspects' guilt?,arson,"Beginning in April 2018, there have been a series of arson crimes occurring in Germany. The damage caused by these crimes have amounted to nearly $450,000. Recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. Though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him."
evidence,29.666666666666668,weak evidence,0pAib2pGE31qYJPY,3,How strong is the evidence for the suspect's / suspects' guilt?,arson,"There have been many crimes involving arson in Germany, with damages totaling over $400,000. Tips to solve the crime are valued around $6000. One tip is a uniquely labeled shirt, but police aren't sure if that evidence is enough to convict the suspect."
evidence,22.9375,weak evidence,0pAib2pGE31qYJPY,4,How strong is the evidence for the suspect's / suspects' guilt?,arson,"There have been many crimes involving arson in Germany, and the total damages have been around $400,000. Tips for information on suspects are around $6,000. One of the tips is a uniquely labeled shirt, but police are unsure if that is enough evidence to convict the suspect."
evidence,19.166666666666668,weak evidence,0pAib2pGE31qYJPY,5,How strong is the evidence for the suspect's / suspects' guilt?,arson,"There have been many crimes involving arson in Germany, and the damaged have totaled $40,000. Tips for the crimes are about $6,000. One of the tips is a uniquely tagged shirt, although officials are unsure whether it is enough to convict the suspect."
evidence,43.44444444444444,weak evidence,2HFGojXNxZKcfqEj,1,How strong is the evidence for the suspect's / suspects' guilt?,scam,"In August 2018 a man and a woman in their 50s were found in a cafe scamming people with an email subject headline that drew people in. Turns out they were distributing pornographic material. They could go to jail for a long time, but it's unlikely because the cameras that caught them in the cafe were bad."
evidence,42.375,weak evidence,2HFGojXNxZKcfqEj,2,How strong is the evidence for the suspect's / suspects' guilt?,scam,"In August 2015, a man and woman sent a link to draw in people. They were sending porn in a coffee shop. They may be acquitted though because the cameras that caught them were bad."
evidence,46.8421052631579,weak evidence,2HFGojXNxZKcfqEj,3,How strong is the evidence for the suspect's / suspects' guilt?,scam,"In August 2015 a man and a woman sent a link to people to draw them in. They are setting them a link for porn, but may not get in trouble because the cameras they were using were bad."
evidence,46,weak evidence,2HFGojXNxZKcfqEj,4,How strong is the evidence for the suspect's / suspects' guilt?,scam,"People were sending porn links to attract people, but because the cameras were so low quality, they may not get in trouble for it."
evidence,41.375,weak evidence,2HFGojXNxZKcfqEj,5,How strong is the evidence for the suspect's / suspects' guilt?,scam,People were sending porn links to other people in order to attract them. The images generated by the camera were so low-quality though that they may not get in trouble.
evidence,35.888888888888886,weak evidence,81N1939JUQFeOfiX,1,How strong is the evidence for the suspect's / suspects' guilt?,bees,"In late December of 2017, a couple in Iowa was checking on their 50 beehives when they discovered a tragic scene. The beehives had been destroyed and the tools in their shed thrown everywhere, causing about $60,000 worth of damages. Three weeks later, police arrested two boys (12 and 13 years old) for, allegedly, committing the crime. The boys were charged with three different things. Since they were still minors, they were tried in juvenile court and face up to 10 years in prison and a $10,000 fine. However, police say that the allegations against the boys may not be enough to determine that they are guilty."
evidence,35.05882352941177,weak evidence,81N1939JUQFeOfiX,2,How strong is the evidence for the suspect's / suspects' guilt?,bees,"In late December of 2017, a couple discovered their 30 beehives destroyed and their shed ransacked, which caused over $60,000 worth of damages. Weeks later, a 12 year old boy and a 13 year old boy were allegedly found at fault for the crime. Because they were minors, they were only in jail for a year and had to pay a $10,000 fine; however, this allegation is not enough to prove they were guilty."
evidence,43.166666666666664,weak evidence,81N1939JUQFeOfiX,3,How strong is the evidence for the suspect's / suspects' guilt?,bees,"One day, a couple with 30 behives found their shed ransacked and the beehives destroyed which resulted in over 60k in damage. A boy and a girl who were both minors were sentenced to 10k in fines and only a year in jail, since they were minors."
evidence,30.9375,weak evidence,81N1939JUQFeOfiX,4,How strong is the evidence for the suspect's / suspects' guilt?,bees,"One day a couple's shed was destroyed that housed their 60 beehives, resulting in thousands of dollars in damages. A boy and girl were convicted and given a fine of $1000, but were given leniency since they were minors"
evidence,47.93333333333333,weak evidence,81N1939JUQFeOfiX,5,How strong is the evidence for the suspect's / suspects' guilt?,bees,"A couple's house was destroyed resulting in thousands of dollars of damage as their beehives were also messed up. Also, a boy and girl were charged with $1000 of damage but were let off because they were minors."
